,budget,id,popularity,revenue,runtime,vote_average,vote_count
0,-0.22520591924906075,-0.09391451668666512,-0.22471842485214275,-0.3500422207717442,-0.14950339340409163,1.1411988171586374,-0.26274712640420056
1,-0.22520591924906075,-0.8730156699447286,-0.22471842485214275,-0.3500422207717442,-0.14950339340409163,0.789533175112426,-0.26274712640420056
2,-0.22520591924906075,-0.3060229280708746,-0.22471842485214275,-0.3500422207717442,2.7448817672366665,0.08620189102000224,-0.26274712640420056
3,-0.22520591924906075,1.0536291454257063,-0.22471842485214275,-0.3500422207717442,-0.14950339340409163,1.610086339886919,-0.26274712640420056
4,-0.22520591924906075,1.0735118384794256,1.8848702698951316,-0.3500422207717442,1.7157670434532857,-0.14824187034413902,-0.26274712640420056
5,-0.22520591924906075,-0.8621849385397206,-0.22471842485214275,-0.3500422207717442,2.1660047351085145,-0.38268563170827924,-0.26274712640420056
6,-0.22520591924906075,0.6477138870387427,2.2083958193378637,-0.3500422207717442,-0.3424624041134755,1.3756425785227786,-0.26274712640420056
7,-0.22520591924906075,3.063046046789159,-0.22471842485214275,-0.3500422207717442,2.2946440755814375,1.2584206978407075,-0.26274712640420056
8,-0.22520591924906075,-0.853963069443948,-0.22471842485214275,-0.3500422207717442,-0.14950339340409163,1.3756425785227786,-0.26274712640420056
9,-0.22520591924906075,-0.3060229280708746,-0.22471842485214275,-0.3500422207717442,2.9378407779460503,-0.6171293930724205,-0.26274712640420056
10,-0.22520591924906075,-0.8268862409314277,2.837328435837661,-0.3500422207717442,-0.14950339340409163,-0.9687950351186319,2.7284437589472104
11,-0.22520591924906075,-0.45879948602837917,-0.22471842485214275,-0.3500422207717442,0.04345561730529224,-0.14824187034413902,-0.26274712640420056
12,-0.22520591924906075,-0.8819885751598265,-0.22471842485214275,-0.3500422207717442,2.9378407779460503,0.9067550557944961,-0.26274712640420056
13,-0.22520591924906075,1.376772317819652,2.2332293136355092,0.9741907078100107,2.809201437473128,-0.38268563170827924,-0.26274712640420056
14,-0.22520591924906075,1.0731956127449727,-0.22471842485214275,-0.3500422207717442,2.42328341605436,0.3206456523841435,-0.26274712640420056
15,-0.22520591924906075,-0.7872789676912156,2.568775518894897,-0.3500422207717442,2.873521107709589,0.08620189102000224,3.318979298544485
16,-0.22520591924906075,0.08131406841698761,-0.22471842485214275,-0.3500422207717442,2.42328341605436,1.3756425785227786,-0.26274712640420056
17,-0.22520591924906075,-0.8105610873903024,-0.22471842485214275,-0.3500422207717442,1.9730457243991308,0.2034237717020734,-0.26274712640420056
18,-0.22520591924906075,0.7424630227241601,2.4365461956904713,-0.3500422207717442,0.04345561730529224,-0.031019989662067867,-0.26274712640420056
19,-0.22520591924906075,3.9744086134821024,-0.22471842485214275,-0.3500422207717442,2.487603086290821,1.0239769364765663,-0.26274712640420056
20,-0.22520591924906075,-0.8079917532978734,-0.22471842485214275,-0.3500422207717442,1.9730457243991308,0.3206456523841435,-0.26274712640420056
21,-0.22520591924906075,-0.06754919607666368,1.4590325229076764,-0.3500422207717442,2.2303244053449762,-0.031019989662067867,2.7233086672985385
22,-0.22520591924906075,1.375072604496968,-0.22471842485214275,-0.3500422207717442,-0.14950339340409163,1.610086339886919,-0.26274712640420056
23,-0.22520591924906075,-0.7946312160172431,1.8211793416056614,-0.3500422207717442,0.49369330896052127,-0.4999075123903504,2.479391813986621
24,-0.22520591924906075,-0.8742410446657332,3.06188476728104,-0.3500422207717442,-0.14950339340409163,0.4378675330662136,-0.26274712640420056
25,-0.22520591924906075,-0.8606828663010697,-0.22471842485214275,-0.3500422207717442,-0.14950339340409163,1.4928644592048488,-0.26274712640420056
26,-0.22520591924906075,-0.3060229280708746,-0.22471842485214275,-0.3500422207717442,2.680562097000205,1.0239769364765663,-0.26274712640420056
27,-0.22520591924906075,0.8878873323556373,-0.22471842485214275,-0.3500422207717442,1.6514473732168244,-0.8515731544365618,-0.26274712640420056
28,-0.22520591924906075,-0.3060229280708746,-0.22471842485214275,-0.3500422207717442,1.2012096815615954,0.3206456523841435,-0.26274712640420056
29,-0.22520591924906075,0.606881239077526,-0.22471842485214275,-0.3500422207717442,2.42328341605436,0.789533175112426,-0.26274712640420056
30,-0.22520591924906075,-0.8622244667565271,1.2876606806505682,-0.3500422207717442,1.3941686922709793,0.5550894137482848,-0.26274712640420056
31,-0.22520591924906075,1.8321373754316708,-0.22471842485214275,-0.3500422207717442,1.5871277029803632,0.6723112944303549,-0.26274712640420056
32,-0.22520591924906075,-0.40381573645040014,-0.22471842485214275,-0.3500422207717442,0.17209495777821482,0.2034237717020734,-0.26274712640420056
33,-0.22520591924906075,0.5651394421297576,-0.8414321187411701,-0.3500422207717442,-0.08518372316763034,0.08620189102000224,-0.26274712640420056
34,-0.22520591924906075,1.5748086840207123,-0.22471842485214275,-0.3500422207717442,-0.08518372316763034,0.9067550557944961,-0.26274712640420056
35,-0.22520591924906075,-0.5533114524129571,0.3888655249523077,-0.3500422207717442,2.873521107709589,-0.2654637510262091,-0.26274712640420056
36,-0.22520591924906075,2.7251983777431583,-0.22471842485214275,-0.3500422207717442,-0.14950339340409163,-0.4999075123903504,-0.26274712640420056
37,-0.22520591924906075,1.832414072949317,2.0929653544724864,-0.3500422207717442,1.5871277029803632,-0.6171293930724205,-0.26274712640420056
38,-0.22520591924906075,3.162696681358595,-0.22471842485214275,-0.3500422207717442,2.3589637458178987,0.3206456523841435,-0.26274712640420056
39,-0.22520591924906075,-0.07292503356236113,-0.22471842485214275,-0.3500422207717442,1.2655293517980568,0.08620189102000224,-0.26274712640420056
40,-0.22520591924906075,1.0531152786072204,2.2971614415767077,-0.3500422207717442,0.04345561730529224,-0.4999075123903504,-0.26274712640420056
41,-0.22520591924906075,0.8910100614833586,2.4255006804686143,3.4398744886829977,0.5580129791969826,-1.3204606771648444,-0.26274712640420056
42,-0.22520591924906075,-0.4813700978249471,2.9781560333405745,-0.3500422207717442,-0.14950339340409163,1.610086339886919,-0.26274712640420056
